date,store_id,product_id,inventory_level,units_sold,units_ordered
9/3/2023,S001,P0016,122,78,85
9/3/2023,S001,P0017,108,83,74
9/3/2023,S001,P0031,82,68,57
9/3/2023,S001,P0046,149,89,78
9/3/2023,S001,P0057,112,42,43
9/3/2023,S001,P0061,96,15,20
9/3/2023,S001,P0066,136,71,70
9/3/2023,S001,P0067,92,75,81
9/3/2023,S001,P0068,139,68,65
9/3/2023,S001,P0069,169,120,121
9/3/2023,S001,P0070,103,58,58
9/3/2023,S001,P0079,150,119,120
9/3/2023,S001,P0083,266,169,198
9/3/2023,S001,P0085,146,55,59
9/3/2023,S001,P0094,151,86,88
9/3/2023,S001,P0096,162,112,123
9/3/2023,S001,P0116,198,117,122
9/3/2023,S001,P0125,85,93,83
9/3/2023,S001,P0126,164,63,69
9/3/2023,S001,P0129,152,90,102
9/3/2023,S001,P0133,141,109,87
9/3/2023,S001,P0149,74,46,48
9/3/2023,S001,P0153,138,92,109
9/3/2023,S001,P0159,128,106,96
9/3/2023,S001,P0166,167,148,151
9/3/2023,S001,P0171,104,92,87
9/3/2023,S001,P0175,173,100,95
9/3/2023,S001,P0178,161,117,102
9/3/2023,S001,P0183,213,97,115
9/3/2023,S001,P0187,114,67,55
9/3/2023,S002,P0016,118,84,73
9/3/2023,S002,P0017,165,114,107
9/3/2023,S002,P0031,201,158,159
9/3/2023,S002,P0046,138,97,79
9/3/2023,S002,P0057,167,76,78
9/3/2023,S002,P0061,74,45,51
9/3/2023,S002,P0066,154,70,70
9/3/2023,S002,P0067,121,90,92
9/3/2023,S002,P0068,77,76,62
9/3/2023,S002,P0069,154,65,69
9/3/2023,S002,P0070,87,75,66
9/3/2023,S002,P0079,100,125,100
9/3/2023,S002,P0083,292,202,211
9/3/2023,S002,P0085,213,127,123
9/3/2023,S002,P0094,133,85,79
9/3/2023,S002,P0096,209,139,154
9/3/2023,S002,P0116,283,161,188
9/3/2023,S002,P0125,121,56,46
9/3/2023,S002,P0126,138,49,53
9/3/2023,S002,P0129,66,59,63
9/3/2023,S002,P0133,116,108,96
9/3/2023,S002,P0149,133,111,122
9/3/2023,S002,P0153,90,80,74
9/3/2023,S002,P0159,118,106,91
9/3/2023,S002,P0166,156,106,94
9/3/2023,S002,P0171,168,135,135
9/3/2023,S002,P0175,88,67,73
9/3/2023,S002,P0178,153,65,59
9/3/2023,S002,P0183,221,143,158
9/3/2023,S002,P0187,109,71,59
9/3/2023,S003,P0016,154,91,92
9/3/2023,S003,P0017,149,122,145
9/3/2023,S003,P0031,107,81,85
9/3/2023,S003,P0046,176,109,98
9/3/2023,S003,P0057,107,101,104
9/3/2023,S003,P0061,114,86,95
9/3/2023,S003,P0066,185,161,145
9/3/2023,S003,P0067,118,85,92
9/3/2023,S003,P0068,125,91,87
9/3/2023,S003,P0069,204,121,108
9/3/2023,S003,P0070,199,124,143
9/3/2023,S003,P0079,231,127,142
9/3/2023,S003,P0083,152,72,59
9/3/2023,S003,P0085,117,94,87
9/3/2023,S003,P0094,143,87,84
9/3/2023,S003,P0096,74,74,65
9/3/2023,S003,P0116,108,86,92
9/3/2023,S003,P0125,104,62,50
9/3/2023,S003,P0126,142,108,92
9/3/2023,S003,P0129,223,177,166
9/3/2023,S003,P0133,164,123,127
9/3/2023,S003,P0149,81,53,51
9/3/2023,S003,P0153,95,81,66
9/3/2023,S003,P0159,144,49,56
9/3/2023,S003,P0166,153,102,90
9/3/2023,S003,P0171,165,57,66
9/3/2023,S003,P0175,179,105,119
9/3/2023,S003,P0178,168,62,72
9/3/2023,S003,P0183,173,107,99
9/3/2023,S003,P0187,181,102,82
9/3/2023,S004,P0016,105,75,62
9/3/2023,S004,P0017,131,80,74
9/3/2023,S004,P0031,172,123,121
9/3/2023,S004,P0046,68,51,43
9/3/2023,S004,P0057,262,206,179
9/3/2023,S004,P0061,195,119,131
9/3/2023,S004,P0066,150,85,95
9/3/2023,S004,P0067,224,159,165
9/3/2023,S004,P0068,98,77,86
9/3/2023,S004,P0069,168,69,80
9/3/2023,S004,P0070,145,58,68
9/3/2023,S004,P0079,160,118,109
9/3/2023,S004,P0083,223,149,175
9/3/2023,S004,P0085,188,110,115
9/3/2023,S004,P0094,145,83,85
9/3/2023,S004,P0096,159,73,60
9/3/2023,S004,P0116,180,91,99
9/3/2023,S004,P0125,161,112,99
9/3/2023,S004,P0126,158,107,113
9/3/2023,S004,P0129,111,62,69
9/3/2023,S004,P0133,165,112,97
9/3/2023,S004,P0149,156,78,90
9/3/2023,S004,P0153,164,131,124
9/3/2023,S004,P0159,93,78,91
9/3/2023,S004,P0166,180,121,101
9/3/2023,S004,P0171,107,75,87
9/3/2023,S004,P0175,174,110,112
9/3/2023,S004,P0178,159,123,143
9/3/2023,S004,P0183,218,117,130
9/3/2023,S004,P0187,175,129,150
9/3/2023,S005,P0016,118,121,111
9/3/2023,S005,P0017,221,152,143
9/3/2023,S005,P0031,178,85,89
9/3/2023,S005,P0046,142,63,68
9/3/2023,S005,P0057,188,107,109
9/3/2023,S005,P0061,150,99,115
9/3/2023,S005,P0066,105,78,92
9/3/2023,S005,P0067,87,61,70
9/3/2023,S005,P0068,139,65,53
9/3/2023,S005,P0069,119,41,38
9/3/2023,S005,P0070,172,139,139
9/3/2023,S005,P0079,138,42,47
9/3/2023,S005,P0083,210,111,125
9/3/2023,S005,P0085,178,86,91
9/3/2023,S005,P0094,69,81,65
9/3/2023,S005,P0096,213,143,157
9/3/2023,S005,P0116,89,67,78
9/3/2023,S005,P0125,112,89,74
9/3/2023,S005,P0126,132,115,96
9/3/2023,S005,P0129,184,97,89
9/3/2023,S005,P0133,230,134,135
9/3/2023,S005,P0149,114,72,77
9/3/2023,S005,P0153,135,57,52
9/3/2023,S005,P0159,82,16,20
9/3/2023,S005,P0166,128,137,123
9/3/2023,S005,P0171,197,106,114
9/3/2023,S005,P0175,152,118,121
9/3/2023,S005,P0178,172,107,104
9/3/2023,S005,P0183,167,96,93
9/3/2023,S005,P0187,73,62,58
9/4/2023,S001,P0016,83,59,64
9/4/2023,S001,P0017,161,115,128
9/4/2023,S001,P0031,129,96,105
9/4/2023,S001,P0046,144,80,93
9/4/2023,S001,P0057,183,126,128
9/4/2023,S001,P0061,199,89,103
9/4/2023,S001,P0066,145,55,59
9/4/2023,S001,P0067,119,92,97
9/4/2023,S001,P0068,152,63,73
9/4/2023,S001,P0069,133,98,91
9/4/2023,S001,P0070,176,67,79
9/4/2023,S001,P0079,162,94,75
9/4/2023,S001,P0083,120,75,73
9/4/2023,S001,P0085,71,72,66
9/4/2023,S001,P0094,119,62,53
9/4/2023,S001,P0096,91,61,52
9/4/2023,S001,P0116,188,127,131
9/4/2023,S001,P0125,128,125,110
9/4/2023,S001,P0126,190,87,93
9/4/2023,S001,P0129,160,104,99
9/4/2023,S001,P0133,105,65,74
9/4/2023,S001,P0149,127,62,52
9/4/2023,S001,P0153,85,74,61
9/4/2023,S001,P0159,180,124,107
9/4/2023,S001,P0166,97,88,77
9/4/2023,S001,P0171,250,180,164
9/4/2023,S001,P0175,99,61,63
9/4/2023,S001,P0178,177,189,158
9/4/2023,S001,P0183,127,66,76
9/4/2023,S001,P0187,171,87,94
9/4/2023,S002,P0016,225,162,177
9/4/2023,S002,P0017,131,91,80
9/4/2023,S002,P0031,189,100,108
9/4/2023,S002,P0046,181,86,100
9/4/2023,S002,P0057,115,64,52
9/4/2023,S002,P0061,153,120,102
9/4/2023,S002,P0066,73,66,68
9/4/2023,S002,P0067,152,114,110
9/4/2023,S002,P0068,155,100,83
9/4/2023,S002,P0069,96,82,91
9/4/2023,S002,P0070,133,68,63
9/4/2023,S002,P0079,44,47,44
9/4/2023,S002,P0083,91,72,80
9/4/2023,S002,P0085,199,106,104
9/4/2023,S002,P0094,184,100,116
9/4/2023,S002,P0096,188,92,95
9/4/2023,S002,P0116,103,90,103
9/4/2023,S002,P0125,175,97,99
9/4/2023,S002,P0126,238,137,149
9/4/2023,S002,P0129,132,87,97
9/4/2023,S002,P0133,163,113,127
9/4/2023,S002,P0149,226,183,169
9/4/2023,S002,P0153,130,98,110
9/4/2023,S002,P0159,111,42,44
9/4/2023,S002,P0166,215,118,117
9/4/2023,S002,P0171,271,171,184
9/4/2023,S002,P0175,81,58,58
9/4/2023,S002,P0178,113,73,85
9/4/2023,S002,P0183,262,163,179
9/4/2023,S002,P0187,155,108,104
9/4/2023,S003,P0016,153,124,127
9/4/2023,S003,P0017,89,51,42
9/4/2023,S003,P0031,150,93,109
9/4/2023,S003,P0046,171,66,79
9/4/2023,S003,P0057,152,110,116
9/4/2023,S003,P0061,171,147,171
9/4/2023,S003,P0066,211,127,127
9/4/2023,S003,P0067,135,84,100
9/4/2023,S003,P0068,191,103,120
9/4/2023,S003,P0069,168,92,91
9/4/2023,S003,P0070,160,87,84
9/4/2023,S003,P0079,191,141,160
9/4/2023,S003,P0083,141,86,93
9/4/2023,S003,P0085,61,31,31
9/4/2023,S003,P0094,101,84,95
9/4/2023,S003,P0096,137,75,72
9/4/2023,S003,P0116,123,70,80
9/4/2023,S003,P0125,117,67,76
9/4/2023,S003,P0126,80,46,50
9/4/2023,S003,P0129,201,151,145
9/4/2023,S003,P0133,160,74,74
9/4/2023,S003,P0149,97,87,88
9/4/2023,S003,P0153,88,30,29
9/4/2023,S003,P0159,118,72,84
9/4/2023,S003,P0166,211,159,130
9/4/2023,S003,P0171,90,69,81
9/4/2023,S003,P0175,145,92,98
9/4/2023,S003,P0178,186,98,112
9/4/2023,S003,P0183,222,137,128
9/4/2023,S003,P0187,135,102,112
9/4/2023,S004,P0016,67,63,51
9/4/2023,S004,P0017,161,72,83
9/4/2023,S004,P0031,73,58,61
9/4/2023,S004,P0046,150,56,58
9/4/2023,S004,P0057,119,65,74
9/4/2023,S004,P0061,112,76,74
9/4/2023,S004,P0066,129,100,88
9/4/2023,S004,P0067,124,54,51
9/4/2023,S004,P0068,145,67,71
9/4/2023,S004,P0069,212,121,127
9/4/2023,S004,P0070,120,23,22
9/4/2023,S004,P0079,215,128,129
9/4/2023,S004,P0083,197,132,152
9/4/2023,S004,P0085,108,112,100
9/4/2023,S004,P0094,155,81,66
9/4/2023,S004,P0096,161,65,62
9/4/2023,S004,P0116,212,125,137
9/4/2023,S004,P0125,162,71,76
9/4/2023,S004,P0126,204,137,148
9/4/2023,S004,P0129,210,111,123
9/4/2023,S004,P0133,111,93,96
9/4/2023,S004,P0149,205,120,141
9/4/2023,S004,P0153,143,65,59
9/4/2023,S004,P0159,141,59,66
9/4/2023,S004,P0166,50,41,46
9/4/2023,S004,P0171,169,113,134
9/4/2023,S004,P0175,141,120,113
9/4/2023,S004,P0178,120,106,101
9/4/2023,S004,P0183,91,75,78
9/4/2023,S004,P0187,145,84,72
9/4/2023,S005,P0016,143,89,100
9/4/2023,S005,P0017,185,119,142
9/4/2023,S005,P0031,163,96,79
9/4/2023,S005,P0046,116,99,98
9/4/2023,S005,P0057,191,131,117
9/4/2023,S005,P0061,149,77,64
9/4/2023,S005,P0066,184,108,88
9/4/2023,S005,P0067,91,60,56
9/4/2023,S005,P0068,107,68,62
9/4/2023,S005,P0069,190,163,149
9/4/2023,S005,P0070,95,82,70
9/4/2023,S005,P0079,139,100,87
9/4/2023,S005,P0083,112,49,48
9/4/2023,S005,P0085,119,134,117
9/4/2023,S005,P0094,119,111,100
9/4/2023,S005,P0096,131,92,80
9/4/2023,S005,P0116,252,144,153
9/4/2023,S005,P0125,115,119,109
9/4/2023,S005,P0126,113,84,67
9/4/2023,S005,P0129,91,77,87
9/4/2023,S005,P0133,124,69,62
9/4/2023,S005,P0149,144,49,49
9/4/2023,S005,P0153,140,72,70
9/4/2023,S005,P0159,107,94,89
9/4/2023,S005,P0166,90,55,48
9/4/2023,S005,P0171,143,80,81
9/4/2023,S005,P0175,76,64,68
9/4/2023,S005,P0178,41,44,37
9/4/2023,S005,P0183,172,127,113
9/4/2023,S005,P0187,91,70,56
9/5/2023,S001,P0016,137,132,117
9/5/2023,S001,P0017,173,98,78
9/5/2023,S001,P0031,84,43,47
9/5/2023,S001,P0046,142,132,121
9/5/2023,S001,P0057,160,71,71
9/5/2023,S001,P0061,186,101,92
9/5/2023,S001,P0066,87,31,27
9/5/2023,S001,P0067,279,176,204
9/5/2023,S001,P0068,160,106,122
9/5/2023,S001,P0069,163,72,82
9/5/2023,S001,P0070,165,101,108
9/5/2023,S001,P0079,110,100,94
9/5/2023,S001,P0083,177,78,81
9/5/2023,S001,P0085,37,19,20
9/5/2023,S001,P0094,172,91,100
9/5/2023,S001,P0096,100,106,87
9/5/2023,S001,P0116,213,168,191
9/5/2023,S001,P0125,161,80,80
9/5/2023,S001,P0126,146,67,55
9/5/2023,S001,P0129,257,168,178
9/5/2023,S001,P0133,112,102,110
9/5/2023,S001,P0149,167,90,77
9/5/2023,S001,P0153,202,121,105
9/5/2023,S001,P0159,179,136,158
9/5/2023,S001,P0166,114,72,63
9/5/2023,S001,P0171,116,70,76
9/5/2023,S001,P0175,99,71,84
9/5/2023,S001,P0178,106,85,80
9/5/2023,S001,P0183,39,34,39
9/5/2023,S001,P0187,141,127,122
9/5/2023,S002,P0016,92,72,74
9/5/2023,S002,P0017,288,196,215
9/5/2023,S002,P0031,147,95,102
9/5/2023,S002,P0046,74,46,41
9/5/2023,S002,P0057,152,104,106
9/5/2023,S002,P0061,121,144,118
9/5/2023,S002,P0066,158,72,74
9/5/2023,S002,P0067,68,35,36
9/5/2023,S002,P0068,135,116,102
9/5/2023,S002,P0069,190,126,125
9/5/2023,S002,P0070,116,115,110
9/5/2023,S002,P0079,168,116,107
9/5/2023,S002,P0083,102,39,40
9/5/2023,S002,P0085,185,88,94
9/5/2023,S002,P0094,105,85,99
9/5/2023,S002,P0096,186,131,144
9/5/2023,S002,P0116,159,82,86
9/5/2023,S002,P0125,156,102,100
9/5/2023,S002,P0126,130,81,71
9/5/2023,S002,P0129,126,79,63
9/5/2023,S002,P0133,171,119,105
9/5/2023,S002,P0149,157,100,88
9/5/2023,S002,P0153,205,135,113
9/5/2023,S002,P0159,173,67,77
9/5/2023,S002,P0166,155,87,80
9/5/2023,S002,P0171,132,123,99
9/5/2023,S002,P0175,138,81,81
9/5/2023,S002,P0178,215,138,157
9/5/2023,S002,P0183,50,37,33
9/5/2023,S002,P0187,189,124,124
9/5/2023,S003,P0016,196,114,107
9/5/2023,S003,P0017,100,87,92
9/5/2023,S003,P0031,104,102,93
9/5/2023,S003,P0046,210,110,112
9/5/2023,S003,P0057,162,92,98
9/5/2023,S003,P0061,150,132,149
9/5/2023,S003,P0066,87,54,47
9/5/2023,S003,P0067,170,146,122
9/5/2023,S003,P0068,171,85,83
9/5/2023,S003,P0069,172,81,85
9/5/2023,S003,P0070,235,125,137
9/5/2023,S003,P0079,160,131,130
9/5/2023,S003,P0083,54,42,39
9/5/2023,S003,P0085,150,124,111
9/5/2023,S003,P0094,74,71,67
9/5/2023,S003,P0096,153,66,64
9/5/2023,S003,P0116,194,100,111
9/5/2023,S003,P0125,76,68,75
9/5/2023,S003,P0126,142,53,57
9/5/2023,S003,P0129,167,146,153
9/5/2023,S003,P0133,133,101,97
9/5/2023,S003,P0149,243,135,151
9/5/2023,S003,P0153,173,109,117
9/5/2023,S003,P0159,116,71,76
9/5/2023,S003,P0166,147,143,121
9/5/2023,S003,P0171,183,109,99
9/5/2023,S003,P0175,65,39,39
9/5/2023,S003,P0178,31,16,20
9/5/2023,S003,P0183,157,103,92
9/5/2023,S003,P0187,117,62,50
9/5/2023,S004,P0016,156,131,126
9/5/2023,S004,P0017,159,93,89
9/5/2023,S004,P0031,128,72,77
9/5/2023,S004,P0046,96,63,65
9/5/2023,S004,P0057,81,83,79
9/5/2023,S004,P0061,143,92,105
9/5/2023,S004,P0066,90,71,74
9/5/2023,S004,P0067,52,22,23
9/5/2023,S004,P0068,92,56,55
9/5/2023,S004,P0069,165,69,68
9/5/2023,S004,P0070,50,38,35
9/5/2023,S004,P0079,77,49,53
9/5/2023,S004,P0083,170,97,79
9/5/2023,S004,P0085,183,138,150
9/5/2023,S004,P0094,120,70,80
9/5/2023,S004,P0096,161,82,98
9/5/2023,S004,P0116,199,124,134
9/5/2023,S004,P0125,141,97,101
9/5/2023,S004,P0126,70,71,70
9/5/2023,S004,P0129,122,63,70
9/5/2023,S004,P0133,202,131,139
9/5/2023,S004,P0149,139,91,97
9/5/2023,S004,P0153,170,81,81
9/5/2023,S004,P0159,149,117,126
9/5/2023,S004,P0166,146,120,128
9/5/2023,S004,P0171,168,72,81
9/5/2023,S004,P0175,103,112,100
9/5/2023,S004,P0178,92,87,77
9/5/2023,S004,P0183,241,145,143
9/5/2023,S004,P0187,104,90,96
9/5/2023,S005,P0016,151,152,135
9/5/2023,S005,P0017,131,53,61
9/5/2023,S005,P0031,82,63,71
9/5/2023,S005,P0046,197,128,108
9/5/2023,S005,P0057,126,97,106
9/5/2023,S005,P0061,141,90,78
9/5/2023,S005,P0066,133,77,89
9/5/2023,S005,P0067,151,90,74
9/5/2023,S005,P0068,78,58,65
9/5/2023,S005,P0069,180,98,99
9/5/2023,S005,P0070,114,59,47
9/5/2023,S005,P0079,184,150,138
9/5/2023,S005,P0083,189,185,162
9/5/2023,S005,P0085,114,86,74
9/5/2023,S005,P0094,145,136,116
9/5/2023,S005,P0096,125,84,75
9/5/2023,S005,P0116,204,121,140
9/5/2023,S005,P0125,109,79,80
9/5/2023,S005,P0126,161,77,62
9/5/2023,S005,P0129,178,81,84
9/5/2023,S005,P0133,126,59,67
9/5/2023,S005,P0149,150,122,112
9/5/2023,S005,P0153,141,129,106
9/5/2023,S005,P0159,73,54,60
9/5/2023,S005,P0166,96,66,66
9/5/2023,S005,P0171,62,47,41
9/5/2023,S005,P0175,120,63,69
9/5/2023,S005,P0178,97,83,67
9/5/2023,S005,P0183,147,62,57
9/5/2023,S005,P0187,91,64,58
9/6/2023,S001,P0016,123,90,73
9/6/2023,S001,P0017,138,60,63
9/6/2023,S001,P0031,115,78,82
9/6/2023,S001,P0046,148,76,87
9/6/2023,S001,P0057,114,77,91
9/6/2023,S001,P0061,85,83,73
9/6/2023,S001,P0066,84,98,78
9/6/2023,S001,P0067,146,154,125
9/6/2023,S001,P0068,69,28,26
9/6/2023,S001,P0069,185,145,170
9/6/2023,S001,P0070,121,80,79
9/6/2023,S001,P0079,111,91,92
9/6/2023,S001,P0083,144,84,97
9/6/2023,S001,P0085,168,102,104
9/6/2023,S001,P0094,182,113,129
9/6/2023,S001,P0096,115,92,84
9/6/2023,S001,P0116,187,131,147
9/6/2023,S001,P0125,81,57,63
9/6/2023,S001,P0126,200,167,144
9/6/2023,S001,P0129,222,161,131
9/6/2023,S001,P0133,106,99,87
9/6/2023,S001,P0149,190,144,128
9/6/2023,S001,P0153,202,118,106
9/6/2023,S001,P0159,184,140,152
9/6/2023,S001,P0166,93,94,89
9/6/2023,S001,P0171,128,76,65
9/6/2023,S001,P0175,136,92,79
9/6/2023,S001,P0178,138,124,113
9/6/2023,S001,P0183,186,115,136
9/6/2023,S001,P0187,96,72,70
9/6/2023,S002,P0016,127,66,70
9/6/2023,S002,P0017,88,70,66
9/6/2023,S002,P0031,127,108,90
9/6/2023,S002,P0046,76,51,48
9/6/2023,S002,P0057,128,138,118
9/6/2023,S002,P0061,157,85,93
9/6/2023,S002,P0066,140,106,97
9/6/2023,S002,P0067,176,101,112
9/6/2023,S002,P0068,137,97,90
9/6/2023,S002,P0069,253,167,163
9/6/2023,S002,P0070,156,92,99
9/6/2023,S002,P0079,279,178,195
9/6/2023,S002,P0083,161,79,91
9/6/2023,S002,P0085,126,76,80
9/6/2023,S002,P0094,105,95,89
9/6/2023,S002,P0096,163,83,77
9/6/2023,S002,P0116,161,89,83
9/6/2023,S002,P0125,196,111,108
9/6/2023,S002,P0126,187,107,101
9/6/2023,S002,P0129,138,90,104
9/6/2023,S002,P0133,148,132,143
9/6/2023,S002,P0149,190,114,122
9/6/2023,S002,P0153,211,103,117
9/6/2023,S002,P0159,234,143,146
9/6/2023,S002,P0166,188,104,121
9/6/2023,S002,P0171,159,106,104
9/6/2023,S002,P0175,118,91,89
9/6/2023,S002,P0178,117,103,101
9/6/2023,S002,P0183,195,151,151
9/6/2023,S002,P0187,114,83,87
9/6/2023,S003,P0016,112,52,58
9/6/2023,S003,P0017,108,70,79
9/6/2023,S003,P0031,64,35,36
9/6/2023,S003,P0046,147,59,67
9/6/2023,S003,P0057,89,96,85
9/6/2023,S003,P0061,106,112,96
9/6/2023,S003,P0066,171,104,114
9/6/2023,S003,P0067,99,109,94
9/6/2023,S003,P0068,158,171,138
9/6/2023,S003,P0069,119,89,79
9/6/2023,S003,P0070,100,9,20
9/6/2023,S003,P0079,98,57,64
9/6/2023,S003,P0083,148,113,100
9/6/2023,S003,P0085,146,72,82
9/6/2023,S003,P0094,107,76,77
9/6/2023,S003,P0096,172,151,164
9/6/2023,S003,P0116,135,79,86
9/6/2023,S003,P0125,248,175,204
9/6/2023,S003,P0126,243,145,144
9/6/2023,S003,P0129,207,106,113
9/6/2023,S003,P0133,154,100,104
9/6/2023,S003,P0149,126,100,100
9/6/2023,S003,P0153,115,98,80
9/6/2023,S003,P0159,196,99,103
9/6/2023,S003,P0166,110,68,73
9/6/2023,S003,P0171,108,52,48
9/6/2023,S003,P0175,49,49,48
9/6/2023,S003,P0178,160,101,91
9/6/2023,S003,P0183,122,82,66
9/6/2023,S003,P0187,99,75,64
9/6/2023,S004,P0016,149,118,103
9/6/2023,S004,P0017,155,81,96
9/6/2023,S004,P0031,197,152,173
9/6/2023,S004,P0046,151,80,82
9/6/2023,S004,P0057,137,80,69
9/6/2023,S004,P0061,215,136,156
9/6/2023,S004,P0066,124,108,95
9/6/2023,S004,P0067,149,77,63
9/6/2023,S004,P0068,61,67,53
9/6/2023,S004,P0069,137,100,94
9/6/2023,S004,P0070,75,77,66
9/6/2023,S004,P0079,76,73,62
9/6/2023,S004,P0083,131,59,60
9/6/2023,S004,P0085,161,77,79
9/6/2023,S004,P0094,110,97,93
9/6/2023,S004,P0096,150,81,69
9/6/2023,S004,P0116,142,98,114
9/6/2023,S004,P0125,125,115,104
9/6/2023,S004,P0126,111,34,34
9/6/2023,S004,P0129,126,85,72
9/6/2023,S004,P0133,155,96,103
9/6/2023,S004,P0149,187,119,137
9/6/2023,S004,P0153,138,68,72
9/6/2023,S004,P0159,83,65,52
9/6/2023,S004,P0166,77,83,68
9/6/2023,S004,P0171,168,93,79
9/6/2023,S004,P0175,116,54,59
9/6/2023,S004,P0178,126,96,79
9/6/2023,S004,P0183,196,114,131
9/6/2023,S004,P0187,198,106,117
9/6/2023,S005,P0016,76,74,61
9/6/2023,S005,P0017,140,80,74
9/6/2023,S005,P0031,204,146,172
9/6/2023,S005,P0046,134,95,76
9/6/2023,S005,P0057,174,99,113
9/6/2023,S005,P0061,168,91,75
9/6/2023,S005,P0066,171,130,137
9/6/2023,S005,P0067,86,64,74
9/6/2023,S005,P0068,76,64,51
9/6/2023,S005,P0069,204,140,159
9/6/2023,S005,P0070,150,99,115
9/6/2023,S005,P0079,161,107,100
9/6/2023,S005,P0083,214,136,120
9/6/2023,S005,P0085,99,99,82
9/6/2023,S005,P0094,170,132,111
9/6/2023,S005,P0096,181,88,82
9/6/2023,S005,P0116,127,132,113
9/6/2023,S005,P0125,175,74,84
9/6/2023,S005,P0126,190,122,138
9/6/2023,S005,P0129,112,96,100
9/6/2023,S005,P0133,101,95,101
9/6/2023,S005,P0149,118,67,68
9/6/2023,S005,P0153,130,115,124
9/6/2023,S005,P0159,127,110,94
9/6/2023,S005,P0166,203,152,180
9/6/2023,S005,P0171,168,83,95
9/6/2023,S005,P0175,141,83,78
9/6/2023,S005,P0178,119,79,65
9/6/2023,S005,P0183,164,62,70
9/6/2023,S005,P0187,158,97,92
9/7/2023,S001,P0016,89,59,63
9/7/2023,S001,P0017,103,101,98
9/7/2023,S001,P0031,177,89,97
9/7/2023,S001,P0046,140,93,76
9/7/2023,S001,P0057,103,46,44
9/7/2023,S001,P0061,177,94,106
9/7/2023,S001,P0066,101,77,90
9/7/2023,S001,P0067,154,132,116
9/7/2023,S001,P0068,175,115,131
9/7/2023,S001,P0069,88,50,53
9/7/2023,S001,P0070,179,95,107
9/7/2023,S001,P0079,158,123,147
9/7/2023,S001,P0083,101,96,79
9/7/2023,S001,P0085,89,38,42
9/7/2023,S001,P0094,121,51,49
9/7/2023,S001,P0096,103,81,77
9/7/2023,S001,P0116,110,87,77
9/7/2023,S001,P0125,106,93,75
9/7/2023,S001,P0126,167,103,101
9/7/2023,S001,P0129,84,70,72
9/7/2023,S001,P0133,71,39,33
9/7/2023,S001,P0149,143,58,50
9/7/2023,S001,P0153,143,103,97
9/7/2023,S001,P0159,68,70,59
9/7/2023,S001,P0166,145,94,76
9/7/2023,S001,P0171,137,72,58
9/7/2023,S001,P0175,115,95,91
9/7/2023,S001,P0178,80,86,71
9/7/2023,S001,P0183,142,130,126
9/7/2023,S001,P0187,150,69,79
9/7/2023,S002,P0016,209,110,110
9/7/2023,S002,P0017,99,96,99
9/7/2023,S002,P0031,83,77,76
9/7/2023,S002,P0046,205,116,121
9/7/2023,S002,P0057,193,115,126
9/7/2023,S002,P0061,75,56,54
9/7/2023,S002,P0066,141,89,81
9/7/2023,S002,P0067,153,101,83
9/7/2023,S002,P0068,131,93,107
9/7/2023,S002,P0069,179,129,144
9/7/2023,S002,P0070,122,55,46
9/7/2023,S002,P0079,157,120,104
9/7/2023,S002,P0083,47,34,35
9/7/2023,S002,P0085,89,44,52
9/7/2023,S002,P0094,155,66,68
9/7/2023,S002,P0096,192,113,132
9/7/2023,S002,P0116,192,114,104
9/7/2023,S002,P0125,85,81,75
9/7/2023,S002,P0126,100,101,86
9/7/2023,S002,P0129,89,56,63
9/7/2023,S002,P0133,42,32,32
9/7/2023,S002,P0149,70,60,52
9/7/2023,S002,P0153,211,149,170
9/7/2023,S002,P0159,254,149,173
9/7/2023,S002,P0166,90,48,43
9/7/2023,S002,P0171,157,133,107
9/7/2023,S002,P0175,86,28,25
9/7/2023,S002,P0178,177,80,88
9/7/2023,S002,P0183,215,155,143
9/7/2023,S002,P0187,41,1,20
9/7/2023,S003,P0016,102,73,60
9/7/2023,S003,P0017,55,50,53
9/7/2023,S003,P0031,129,74,83
9/7/2023,S003,P0046,176,144,159
9/7/2023,S003,P0057,82,77,82
9/7/2023,S003,P0061,172,88,81
9/7/2023,S003,P0066,100,91,75
9/7/2023,S003,P0067,100,112,94
9/7/2023,S003,P0068,172,73,73
9/7/2023,S003,P0069,126,38,31
9/7/2023,S003,P0070,149,83,97
9/7/2023,S003,P0079,172,101,85
9/7/2023,S003,P0083,158,77,68
9/7/2023,S003,P0085,154,122,138
9/7/2023,S003,P0094,105,63,67
9/7/2023,S003,P0096,88,66,63
9/7/2023,S003,P0116,163,72,84
9/7/2023,S003,P0125,153,102,86
9/7/2023,S003,P0126,102,77,64
9/7/2023,S003,P0129,119,95,95
9/7/2023,S003,P0133,153,95,113
9/7/2023,S003,P0149,154,71,56
9/7/2023,S003,P0153,149,52,58
9/7/2023,S003,P0159,187,122,112
9/7/2023,S003,P0166,139,142,128
9/7/2023,S003,P0171,173,96,78
9/7/2023,S003,P0175,107,48,44
9/7/2023,S003,P0178,135,63,65
9/7/2023,S003,P0183,117,77,83
9/7/2023,S003,P0187,157,75,73
9/7/2023,S004,P0016,64,58,56
9/7/2023,S004,P0017,240,200,232
9/7/2023,S004,P0031,83,85,82
9/7/2023,S004,P0046,90,75,88
9/7/2023,S004,P0057,133,129,125
9/7/2023,S004,P0061,134,93,89
9/7/2023,S004,P0066,99,56,50
9/7/2023,S004,P0067,250,185,213
